id,callnumber,mainentry,isbn,title,author,placeofpublication,publisher,year,edition,physicaldesc,series,notesarea,subject,addedentry,price,copies,date,note,source
1167,500 Ker,Title,9789672055358 (pbk.),Kertas model jom UPSR sains,,"Puchong, Selangor :","Penerbitan Inspirasi Sdn Bhd,",c2016,,|a 1 vol. (unpaged) :|b ill. ;|c 26 cm.,Jom UPSR,,"1. Science 2. Examinations, questions, etc.",i. Title.,Free,1,7/19/2019,,SAMPLE
1168,500 Won,"Wong, Ai Wee",9789674545024 (pbk.),Bank soalan KBAT UPSR sains,Wong Ai Wee,"Petaling Jaya, Selangor :","Penerbitan Ilmu Bakti Sdn Bhd,",c2017,,|a 80 p. :|b ill. ;|c 26 cm.,Bank soalan,,"1. Science 2. Problems, exercises, etc.",,Free,2,7/19/2019,,SAMPLE
1169,500 Fae,Faezah Abdul Wahab,9789830086125 (pbk.),Praktis gold sains tahun 5 UPSR,Faezah Abdul Wahab,"Bangi, Selangor :","Penerbitan Pelangi Sdn Bhd,",c2018,,|a 119 p. :|b ill. ;|c 26 cm.,,,"1. Science 2. Problems, exercises, etc.",,Free,1,7/19/2019,,SAMPLE
1170,507.6 Loo,"Loo, Shirley",9789834728458 (pbk.),"Success science UPSR KSSR years 4,5 & 6",Shirley Loo,"Shah Alam, Selangor :","Oxford Fajar Sdn Bhd,",c2019,,|a 372 p. :|b col. ill.;|c 26 cm.,Success,Includes questions and answers,"1. Science 2. Problems, exercises, etc.",,Free,1,7/19/2019,,SAMPLE
1171,500 Suw,Suwaibah Borahan,9789674731182 (pbk.),Temanku setia sains tahun 4,Suwaibah Borahan,"Shah Alam, Selangor :","Penerbitan Bagus Sdn Bhd,",c2018,,|a 140 p. :b ill. ;|c 26 cm.,Temanku setia,Includes questions and answers,"1. Science 2. Problems, exercises, etc.",,Free,1,7/22/2019,,SAMPLE
1172,510 Moh,Mohd NM,9789674545017 (pbk.),Bank soalan KBAT UPSR matematik,Mohd NM,"Petaling Jaya, Selangor :","Penerbitan Ilmu Bakti Sdn Bhd,",c2017,,|a 82 p. :|b ill. ;|c 26 cm.,,,"1. Arithmetic 2. Problems, exercises, etc.",,Free,1,7/22/2019,,SAMPLE
1173,510 Ale,Aleesya Zahra,9789674713300 (pbk.),Pintar topikal matematik tahun 5,Aleesya Zahra,"Seri Kembangan, Selangor :","Mybooks.com Sdn Bhd,",c2018,,|a 88 p. :|b ill. ;|c 26 cm.,Pintar topikal,,"1. Arithmetic 2. Problems, exercises, etc.",,Free,1,7/23/2019,,SAMPLE
1174,510 Che,"Cherry, Cheong",9789674730789 (pbk.),i-kon DSKP matematik tahun 5,Cherry Cheong and L. Y. Giam,"Shah Alam, Selangor :","Penerbitan Bagus Sdn Bhd,",c2018,,|a 90 p. :|b ill. ;|c 26 cm.,i-kon,,"1. Arithmetic 2. Problems, exercises, etc.",,Free,1,7/23/2019,,SAMPLE
1175,428 Vad,"Vadiveloo, V.",9789674713270 (pbk.),Pintar topikal english year 5,V. Vadiveloo,"Seri Kembangan, Selangor :","Mybooks.com Sdn Bhd,",c2018,,|a84 p. :|b ill. ;|c 26 cm.,Pintar topikal,,"1. English language 2. Problems, exercises, etc.",,Free,1,7/23/2019,,SAMPLE
1176,297 Nor,Norhidah Mohd Amin,9789674731267 (pbk.),Temanku setia pendidikan islam tahun 3,Norhidah Mohd Amin and Nurul Hidayah Mohd Noor,"Shah Alam, Selangor :","Penerbitan Bagus Sdn Bhd,",c2018,,|a 104 p. :|b ill. ;|c 26 cm.,Temanku setia,,"1. Islam 2. Problems, exercises, etc.",,Free,2,7/23/2019,,SAMPLE
1177,297 Sof,Sofea Ilham Shafiee,9789674731328 (pbk.),Temanku setia pelajaran jawi tahun 3,Sofea Ilham Shafiee,"Shah Alam, Selangor :","Penerbitan Bagus Sdn Bhd,",c2018,,|a 80 p. :|b ill. ;|c 26 cm.,Temanku setia,,"1. Islam 2. Problems, exercises, etc.",,Free,1,7/23/2019,,SAMPLE
1178,297 Wan,Wan Aliza Suddin,9789835987625 (pbk.),Super skills modul aktiviti integrasi tulisan jawi tahun 2,Wan Aliza Suddin,"Petaling Jaya, Selangor :","Sasbadi Sdn Bhd,",c2017,,|a 66 p. :|b ill. ;|c 26 cm.,Super skills,,"1. Islam 2. Problems, exercises, etc.",,Free,1,7/23/2019,,SAMPLE
1179,297 Moh,Mohd Shafiee Omar,9789835987632 (pbk.),Super skills modul aktiviti integrasi tulisan jawi tahun 3,Mohd Shafiee Omar,"Petaling Jaya, Selangor :","Sasbadi Sdn Bhd,",c2017,,|a 72 p. :|b ill. ;|c 26 cm.,Super skills,,"1. Islam 2. Problems, exercises, etc.",,Free,1,7/23/2019,,SAMPLE
1180,297 Moh,Mohd Shafiee Omar,9789835987649 (pbk.),Super skills modul aktiviti integrasi tulisan jawi tahun 4,Mohd Shafiee Omar,"Petaling Jaya, Selangor :","Sasbadi Sdn Bhd,",c2017,,|a 66 p. :|b ill. ;|c 26 cm.,Super skills,,"1. Islam 2. Problems, exercises, etc.",,Free,1,7/23/2019,,SAMPLE
1181,297 Mar,Marzuki Manan,9789670944654 (pbk.),Target 6A+ pelajaran jawi tahun 4,Marzuki Manan :|c Ustaz,"Sungai Buloh, Selangor :","Setiamas Publication,",c2017,,|a 72 p. :|b ill. ;|c 26 cm.,Target 6A+,Includes questions and answers,"1. Islam 2. Problems, exercises, etc.",,Free,2,7/23/2019,,SAMPLE
1182,492 Mar,Marzuki Manan,9789670944685 (pbk.),Target 6A+ Bahasa Arab Tahun 4,Marzuki Manan :|c Ustaz,"Sungai Buloh, Selangor :","Setiamas Publication,",c2018,,|a 80 p. :|b ill. ;|c 26 cm.,Target 6A+,Includes questions and answers,"1. Arabic language 2. Problems, exercises, etc.",,Free,1,7/23/2019,,SAMPLE
1183,492 Nor,Norazam Ahmad Mokree,9789835987694 (pbk.),Super skills modul aktiviti integrasi bahasa arab tahun 3,Norazam Ahmad Mokree,"Petaling Jaya, Selangor :","Sasbadi Sdn Bhd,",c2017,,|a 66 p. :|b ill. ;|c 26 cm.,Super Skills,,"1. Arabic language 2. Problems, exercises, etc.",,Free,2,7/23/2019,,SAMPLE
1184,297 Sap,Sapiah,9789674592639 (pbk.),Tilawah Al-Quran Tahun 6,"Sapiah |c Ustazah , Ahmad Faaiz",Kuala Lumpur :,"Fargoes Books Sdn Bhd,",c2018,,|a 80 p. :|b ill. ;|c 26 cm.,Siri Inspirasi Minda,,"1. Islam 2. Problems, exercises, etc.",,Free,1,8/7/2019,,SAMPLE
1185,297 Sap,Sapiah,9789674592592 (pbk.),Tilawah Al-Quran Tahun 2,"Sapiah |c Ustazah , Ahmad Faaiz",Kuala Lumpur :,"Fargoes Books Sdn Bhd,",c2018,,|a 72 p. :|b ill. ;|c 26 cm.,Siri Inspirasi Minda,,"1. Islam 2. Problems, exercises, etc.",,Free,1,8/7/2019,,SAMPLE
1186,492 Sap,Sapiah,9789674592684 (pbk.),Bahasa Arab Tahun 5,"Sapiah |c Ustazah , Ahmad Faaiz",Kuala Lumpur :,"Fargoes Books Sdn Bhd,",c2018,,|a 84 p. :|b ill. ;|c 26 cm.,Siri Inspirasi Minda,,"1. Arabic language 2. Problems, exercises, etc.",,Free,1,8/7/2019,,SAMPLE
1187,492 Sap,Sapiah,9789674592660 (pbk.),Bahasa Arab Tahun 3,"Sapiah |c Ustazah , Ahmad Faaiz",Kuala Lumpur :,"Fargoes Books Sdn Bhd,",c2018,,|a 72 p. :|b ill. ;|c 26 cm.,Siri Inspirasi Minda,,"1. Arabic language 2. Problems, exercises, etc.",,Free,1,8/7/2019,,SAMPLE
1188,492 Nur,Nur Naziha Safiyya,9789674731380 (pbk.),Temanku Setia Bahasa Arab Tahun 3,Nur Naziha Safiyya and Nurul Hidayah Moh Noor,"Shah Alam, Selangor :","Penerbitan Bagus Sdn Bhd,",c2017,,|a 80 p. :|b ill. ;|c 26 cm.,Temanku Setia,,"1. Arabic language 2. Problems, exercises, etc.",,Free,1,8/7/2019,,SAMPLE
1189,370 Moh,Mohd Zaki Abdullah,9789835987762 (pbk.),Super skills pendidikan moral tahun 4,Mohd Zaki Abdullah,"Petaling Jaya, Selangor :","Sasbadi Sdn Bhd,",c2017,,|a 96 p. :|b ill. ;|c 26 cm.,Super Skills,,"1. Moral education 2. Problems, exercises, etc.",,Free,2,8/7/2019,,SAMPLE
1190,370 Moh,Mohd Zaki Abdullah,9789835987786 (pbk.),Super skills pendidikan moral tahun 6,Mohd Zaki Abdullah,"Petaling Jaya, Selangor :","Sasbadi Sdn Bhd,",c2017,,|a 94 p. :|b ill. ;|c 26 cm.,Super Skills,,"1. Moral education 2. Problems, exercises, etc.",,Free,1,8/7/2019,,SAMPLE
1191,370 Mir,Mira Irsalina Salleh,9789674059354 (pbk.),Totes A pendidikan moral tahun 6,Mira Irsalina Salleh,"Seri Kembangan, Selangor :","Mybooks.com Sdn Bhd,",c2017,,|a 84 p. :|b ill. ;|c 26 cm.,Totes A,,"1. Moral education 2. Problems, exercises, etc.",,Free,1,8/7/2019,,SAMPLE
1192,370 Vin,"Vinoothan, S.",9789674059316 (pnk.),Totes A pendidikan moral tahun 2,Vinoothan Subramaniym,"Seri Kembangan, Selangor :","Mybooks.com Sdn Bhd,",c2017,,|a 84 p. :|b ill. ;|c 26 cm.,Totes A,,"1. Moral education 2. Problems, exercises, etc.",,Free,1,8/7/2019,,SAMPLE
1193,959 Har,Harith Haiqal Izam,9789674059422 (pbk.),Totes A sejarah tahun 4,Harith Haiqal Izam,"Seri Kembangan, Selangor :","Mybooks.com Sdn Bhd,",c2017,,|a 100 p. :|b ill. ;|c 26 cm.,Totes A,,"1. Malaysia 2. History 3. Problems, exercises, etc.",,Free,1,8/7/2019,,SAMPLE
1194,959 Qal,Qalisah Ghani,9789674059446 (pbk.),Totes A sejarah tahun 6,Qalisah Ghani,"Seri Kembangan, Selangor :","Mybooks.com Sdn Bhd,",c2017,,|a 100 p. :|b ill. ;|c 26 cm.,Totes A,,"1. Malaysia 2. History 3. Problems, exercises, etc.",,Free,1,8/7/2019,,SAMPLE
1195,959 Ahm,Ahmad Hishanuddin Ramli,9789670738802 (pbk.),Visi A+ sejarah tahun 6,Ahmad Hishanuddin Ramli and Noraini Awang@Shari,"Sungai Buloh, Selangor :","Setiamas Publication,",c2016,,|a 90 p. :|b ill. ;|c 26 cm.,Visi A+,Includes questions and answers,"1. Malaysia 2. History 3. Problems, exercises, etc.",,Free,1,8/7/2019,,SAMPLE
1196,959 Asl,Aslee,9789670894836 (pbk.),Smart 1001 bank soalan,Aslee,"Shah Alam, Selangor :","Pan Asia Publications Sdn Bhd,",c2016,,|a 126 p. :| ill. ;|c 26 cm.,Smart 1001,Includes questions and answers,"1. Malaysia 2. History 3. Problems, exercises, etc.",,Free,1,8/7/2019,,SAMPLE
1197,372 Jam,Jamaliyah Ahmad,9789835987823 (pbk.),Super skills integrasi pendidikan jasmani tahun 4,Jamaliyah Ahmad and Hafizuddin Subarni,"Petaling Jaya, Selangor :","Sasbadi Sdn Bhd,",c2017,,|a 68 p. :|b ill. ;|c 26 cm.,Super Skills,,"1. Physical education and training 2. Problems, exercises, etc.",,Free,1,8/7/2019,,SAMPLE
1198,372 Jam,Jamaliyah Ahmad,9789835987830 (pbk.),Super skills integrasi pendidikan jasmani tahun 5,Jamaliyah Ahmad and Hafizuddin Subarni,"Petaling Jaya, Selangor :","Sasbadi Sdn Bhd,",c2017,,|a 48 p. :|b ill. ;|c 26 cm.,Super Skills,,"1. Physical education and training 2. Problems, exercises, etc.",,Free,1,8/7/2019,,SAMPLE
1199,507 Rai,Raihan Izzati,9789674731175 (pbk.),Temanku setia dunia sains dan teknologi tahun 3,Raihan Izzati and Ain Farhana,"Shah Alam, Selangor :","Penerbitan Bagus Sdn Bhd,",c2018,,|a 124 p. :|b ill. ;|c 26 cm.,Temanku Setia,Includes questions and answers,"1. Science -- Study and teaching (Primary) 2. Technology -- Study and teaching (Primary) 3. Problems, exercises, etc.",,Free,1,8/7/2019,,SAMPLE
1200,507 Suw,Suwaibah Borahan,9789674730826 (pbk.),i-kon dunia sains dan teknologi tahun 3,Suwaibah Borahan and Ain Farhana,"Shah Alam, Selangor :","Penerbitan Bagus Sdn Bhd,",c2018,,|a 74 p. :|b ill. ;|c 26 cm.,i-kon,,"1. Science -- Study and teaching (Primary) 2. Technology -- Study and teaching (Primary) 3. Problems, exercises, etc.",,Free,1,8/7/2019,,SAMPLE
1201,607 Ash,Ashraf Hussin,9789674730376 (pbk.),Temanku ideal DSKP reka bentuk dan teknologi tahun 6,Ashraf Hussin,"Shah Alam, Selangor :","Penerbitan Bagus Sdn Bhd,",c2017,,|a 82 p. :|b ill. ;|c 26 cm.,Temanku Ideal,,"1. Technology -- Problems, exercises, etc. 2. Home economics -- Problems, exercises, etc. 3. Industrial arts -- Problems, exercises, etc.",,Free,1,8/7/2019,,SAMPLE
1202,607 Moh,Mohd Rahim Mohd Sharif,9789835987885 (pbk.),Super skills modul aktiviti integrasi reka bentuk dan teknologi tahun 4,Mohd Rahim Mohd Sharif,"Sungai Buloh, Selangor :","Sasbadi Sdn Bhd,",c2017,,|a 64 p. :|b ill. ;|c 26 cm.,Super Skills,,"1. Technology -- Problems, exercises, etc. 2. Home economics -- Problems, exercises, etc. 3. Industrial arts -- Problems, exercises, etc.",,Free,1,8/16/2019,,SAMPLE
1203,607 Moh,Mohd Rahim Mohd Sharif,9789835987908 (pbk.),Super skills modul aktiviti integrasi reka bentuk dan teknologi tahun 6,Mohd Rahim Mohd Sharif,"Sungai Buloh, Selangor :","Sasbadi Sdn Bhd,",c2017,,|a 60 p. :|b ill. ;|c 26 cm.,Super Skills,,"1. Technology -- Problems, exercises, etc. 2. Home economics -- Problems, exercises, etc. 3. Industrial arts -- Problems, exercises, etc.",,Free,1,8/16/2019,,SAMPLE
1204,510 Che,"Cherry, Cheong",9789674730765 (pbk.),I-kon matematik tahun 3,Cherry Cheong and Norkhalilah Mohd Nor,"Shah Alam, Selangor :","Penerbitan Bagus Sdn Bhd,",c2018,,|a 82 p. :|b ill. ;|c 26 cm.,i-kon,,"1. Mathematics -- Problems, exercises, etc.",i. Norkhalilah Mohd Nor,Free,2,8/16/2019,,SAMPLE
1205,499 Wan,Wan Zaharah,9789674598013 (pbk.),Perumpamaan imbuhan bidalan,Wan Zaharah dan Azizul Harun,Kuala Lumpur :,Penerbitan Fargoes Sdn Bhd,c2019,,|a 64 p. :|b ill. ;|c 21 cm.,Siri Kamus Cerdik KSSR,,"1. Proverbs, Malay --",i. Azizul Harun,13.9,1,9/17/2019,,SAMPLE
1206,499 Jen,Jennifer Alin,9789674841591 (pbk.),Komik Jom Belajar Peribahasa,Jennifer Alin,Kuala Lumpur :,"EPH Publishing (M) Sdn Bhd,",c2018,,"|a vi, 298 p. :|b col. ill. ;|c 22 cm.",,Includes questions and answers,"1. Malay language -- Idioms. 2. Proverbs, Malay --",,19.9,1,9/17/2019,,SAMPLE
1207,500 Glo,Title,9789837711914 (pbk.),Glossary for science:primary school,"Edited by Cho Su Mian, Suhana Sobi and Tan Swee Chang","Petaling Jaya, Selangor :","Sasbadi Sdn. Bhd.,",c2016,,|a 146 p. :|b col. ill. ;|c 21 cm.,,,1. Science -- Terminology --,"i. Suhana Sobi. ii. Tan, Swee Chan. iii. Title.",9.9,1,9/17/2019,,SAMPLE
1208,510 Sai,Saimeera Sainath,9789674932060 (pbk.),Revisi cepat UPSR mathematics year 4 5 6,Saimeera Sainath and Mohd Noranisham Mohd Rani,"Petaling Jaya, Selangor :","Penerbit Ilmu Bakti Sdn. Bhd.,",c2019,,"|a iv, 348 p. :|b ill. ;|c 22 cm.",Revisi Cepat UPSR,Includes questions and answers,"1. Arithmetic 2. Problems, exercises, etc.",i. Mohd Noranisham Mohd Rani.,14.5,2,9/17/2019,,SAMPLE
1209,500 Ngp,"Ng, Pei Sim",9789674932084 (pbk.),Revisi cepat UPSR science year 4 5 6,"Ng Pei Sim, Wong Ai Wee and Giam Yee Sim","Petaling Jaya, Selangor :","Penerbit Ilmu Bakti Sdn. Bhd.,",c2019,,"|a iv, 332 p. :b col. ill., photographs ;|c 22 cm.",Revisi Cepat UPSR,Includes questions and answers,"1. Science 2. Problems, exercises, etc.","i. Wong, Ai Wee. ii. Giam, Yee Sim.",14.5,2,9/17/2019,,SAMPLE
1210,959 Sit,Siti Aminah Mustafa,9789674932046 (pbk.),Revisi cepat UPSR sejarah year 4 5 6,Siti Aminah Mustafa,"Petaling Jaya, Selangor :","Penerbit Ilmu Bakti Sdn. Bhd.,",c2019,,"|a vi, 314 p. :|b col. ill. ;|c 22 cm.",Revisi Cepat UPSR,Includes questions and answers,"1. Malaysia 2. History 3. Problems, exercises, etc.",,14.5,2,9/17/2019,,SAMPLE
1211,499 Abd,Abdul Rahman Kamil,9789837703797 (pbk.),WOW KOMIK UPSR : Pemahaman,Abdul Rahman Kamil and Zaisahiraton Zainudin,"Petaling Jaya, Selangor :","Sasbadi Sdn. Bhd.,",c2018,,|a 140 p. :|b col. ill. ;|c 27 cm.,,Includes questions and answers,"1. Malay language -- Composition and exercises -- 2. Malay language -- Problems, exercises, etc. --",i. Zaisahiraton Zainudin.,15.9,1,9/18/2019,,SAMPLE
1212,499 Abd,Abdul Rahman Kamil,9789837703803 (pbk.),WOW KOMIK UPSR : Penulisan,Abdul Rahman Kamil and Zaisahiraton Zainudin,"Petaling Jaya, Selangor :","Sasbadi Sdn. Bhd.,",c2018,,|a 140 p. :|b col. ill. ;|c 27 cm.,,Includes questions and answers,1. Malay language -- Composition and exercises --,i. Zaisahiraton Zainudin.,15.9,1,9/18/2019,,SAMPLE
1213,428 Sar,Sarah M.,9789830093598 (pbk.),Focus UPSR English,"Sarah M., Banu Dava and SF Wong.","Bangi, Selangor :","Penerbitan Pelangi Sdn Bhd,",c2019,,|a 274 p. :|b col. ill. ;|c 26 cm.,Pelangi bestseller,Includes questions and answers,"1. English language -- Examinations, questions, etc. -- 2. English language -- Problems, exercises, etc. --","i. Banu Dava. ii. SF, Wong.",18.95,2,9/18/2019,,SAMPLE
1214,499 Sal,Saleh Ahmad,9789837707566 (pbk.),Revisi Pintar UPSR bahasa melayu,Saleh Ahmad and Suhaimi Khalid,"Petaling Jaya, Selangor :","Sasbadi Sdn. Bhd.,",c2019,,|a 256 p. :|b col. ill. ;|c 26 cm.,Revisi Pintar,Includes questions and answers,"1. Malay language -- Problems, exercises, etc. --
2. Malay language -- Grammar -- Problems, exercises, etc. --",i. Suhaimi Khalid.,19.9,2,10/3/2019,,SAMPLE
1215,510 Cha,"Chan, Yook Lean",9789837707603 pbk.),Revisi Pintar UPSR mathematics,Chan Yook Lean,"Petaling Jaya, Selangor :","Sasbadi Sdn. Bhd.,",c2019,,|a 340 p. :|b col. ill. ;|c 26 cm.,Revisi Pintar,Includes questions and answers,"1. Mathematics -- Problems, exercises, etc. -",,29.9,2,10/3/2019,,SAMPLE
1216,500 Suw,Suwaibatullaslamiah Jalaludin,9789837707597 (pbk.),Revisi Pintar UPSR Sains,Suwaibatullaslamiah Jalaludin and Siti Zaharah Mohamed Alias,"Petaling Jaya, Selangor :","Sasbadi Sdn. Bhd.,",c2019,,|a 320 p. :|b col. ill. ;|c 26 cm.,Revisi Pintar,Includes questions and answers,"1. Science -- Problems, exercises, etc. --",i. Siti Zaharah Mohamed Alias,27.9,2,10/3/2019,,SAMPLE
1217,499 Oma,Omar Alivi,9789830091068 (pbk.),Praktis Pro Bahasa Melayu Tahun 3,Omar Alivi,"Bangi, Selangor :","Penerbitan Pelangi Sdn Bhd,",c2019,,|a 76 p. :|b ill. ;|c 26 cm.,Praktis Pro,,1. Malay language -- Study and teaching (Primary) --,,6.95,1,10/3/2019,,SAMPLE
1218,499 Oma,Omar Alivi,9789830093215 (pbk.),Praktis Pro Bahasa Melayu Tahun 2,Omar Alivi,"Bangi, Selangor :","Penerbitan Pelangi Sdn Bhd,",c2019,,|a 76 p. :|b ill. ;|c 26 cm.,Praktis Pro,,1. Malay language -- Study and teaching (Primary) --,,6.95,1,10/3/2019,,SAMPLE
1219,499 Nur,Nur Zahlia Nadzri,9789830093208 (pbk.),Praktis Pro Bahasa Melayu Tahun 1,Nur Zahlia Nadzri,"Bangi, Selangor :","Penerbitan Pelangi Sdn Bhd,",c2019,,|a 76 p. :|b ill. ;|c 26 cm.,Praktis Pro,,1. Malay language -- Study and teaching (Primary) --,,6.95,1,10/3/2019,,SAMPLE
1220,500 Moh,Mohamed Abaidi Mohamed Noh,9789830092195 (pbk.),Praktis Pro Science Year 3,Mohamed Abaidi Mohamed Noh,"Bangi, Selangor :","Penerbitan Pelangi Sdn Bhd,",c2019,,|a 96 p. :|b ill. ;|c 26 cm.,Praktis Pro,,"1. Science -- Problems, exercises, etc. --",,6.95,1,10/3/2019,,SAMPLE
1221,500 Moh,Mohamed Abaidi Mohamed Noh,9789830093253 (pbk.),Praktis Pro Sains Year 2,Mohamed Abaidi Mohamed Noh,"Bangi, Selangor :","Penerbitan Pelangi Sdn Bhd,",c2019,,|a 88 p. :|b ill. ;|c 26 cm.,Praktis Pro,,"1. Science -- Problems, exercises, etc. --",,6.95,1,10/3/2019,,SAMPLE
1222,500 Moh,Mohamed Abaidi Mohamed Noh,9789830093390 (pbk.),Praktis Pro Science Year 1,Mohamed Abaidi Mohamed Noh,"Bangi, Selangor :","Penerbitan Pelangi Sdn Bhd,",c2019,,|a 72 p. :|b ill. ;|c 26 cm.,Praktis Pro,,"1. Science -- Problems, exercises, etc. --",,6.95,1,10/3/2019,,SAMPLE
1223,510 Tan,"Tan, Pei Pei",9789830092188 (pbk.),Praktis Pro Mathematics Year 3,Tan Pei Pei,"Bangi, Selangor :","Penerbitan Pelangi Sdn Bhd,",c2019,,|a 100 p. :|b ill. ;|c 26 cm.,Praktis Pro,,"1. Mathematics -- Problems, exercises, etc. -",,6.95,1,10/3/2019,,SAMPLE
1224,510 Teo,"Teoh, Sharon",9789837710573 (pbk.),Super skills pintar mathematics year 2,Sharon Teoh,"Petaling Jaya, Selangor :","Sasbadi Sdn. Bhd.,",c2019,,|a 94 p. :|b ill. ;|c 26 cm.,Super Skills,,"1. Mathematics -- Problems, exercises, etc. -",,9.9,1,10/3/2019,,SAMPLE
1225,499 Nau,Naurah Insyirah,9789674730994 (pbk.),Temanku setia bahasa melayu tahun 3,Naurah Insyirah and Zahirah Zaid,"Shah Alam, Selangor :","Penerbitan Bagus Sdn Bhd,",c2018,,|a 124 p. :|b ill. ;|c 26 cm.,Temanku Setia,Includes questions and answers,"1. Malay language -- Problems, exercises, etc. --",i. Zahirah Zaid,Free,1,10/4/2019,,SAMPLE
1226,428 Won,"Wong, Evyce",9789670918358 (pbk.),Explore with literature year 6,Evyce Wong,"Shah Alam, Selangor :","Penerbitan Bagus Sdn Bhd,",c2016,,|a 58 p. :|b ill. ;|c 26 cm.,,Includes questions and answers,"1. English language -- Problems, exercises, etc. --",,Free,1,10/4/2019,,SAMPLE
1227,428 Nee,"Neeha, P.",9789674731052 (pbk.),Temanku setia english year 3,P. Neeha and S. Sierra Yim,"Shah Alam, Selangor :","Penerbitan Bagus Sdn Bhd,",c2018,,|a 124 p. :|b ill. ;|c 26 cm.,Temanku Setia,Includes questions and answers,"1. English language -- Problems, exercises, etc. --","i. Yim, S. Sierra.",Free,1,10/4/2019,,SAMPLE
1228,510 Nor,Noraishah Mohamed Saad,9789835987410 (pbk.),Super skills integrasi matematik tahun 2,Noraishah Mohamed Saad and Nurhakimah Mahmud,"Petaling Jaya, Selangor :","Sasbadi Sdn. Bhd.,",c2017,,|a 114 p. :|b ill. ;|c 30 cm.,Super Skills,Includes questions and answers,"1. Mathematics -- Problems, exercises, etc. -",i. Nurhakimah Mahmud,Free,1,10/4/2019,,SAMPLE
1229,510 Spy,"Spykerman, Angeline",9789670894614 (pbk.),Smart 1001 question bank vocabulary year 6,"Angeline Spykerman, Lina Lee and K. K. Lim","Shah Alam, Selangor :","Pan Asia Publications Sdn Bhd,",c2016,,|a 92 p. :|b ill. ;|c 30 cm.,Smart 1001,Includes questions and answers,"1. English language -- Problems, exercises, etc. --","1. Lee, Lina. 2. Lim, K. K.",Free,1,10/4/2019,,SAMPLE
1230,499 Afi,Afif Dzarif,9789670894782 (pbk.),Smart 1001 bank soalan tatabahasa tahun 6,Afif Dzarif,"Shah Alam, Selangor :","Pan Asia Publications Sdn Bhd,",c2016,,|a 134 p. :|b ill. ;|c 30 cm.,Smart 1001,Includes questions and answers,1. Malay language -- Study and teaching (Primary) --,,Free,1,10/4/2019,,SAMPLE
1231,780 Dan,Danila Ahmad,9789674059415 (pbk.),Totes A pendidikan musik tahun 6,Danila Ahmad,"Seri Kembangan, Selangor :","Mybooks.com Sdn Bhd,",c2017,,|a 76 p. :|b ill. ;|c 26 cm.,Totes A,Includes questions and answers,"1. Music -- Problems, exercises, etc. -- 2.Music theory -- Problems, exercises, etc. --",,Free,1,10/4/2019,,SAMPLE
1232,499 Sur,Suraya Kasmuri,9789674820978 (pbk.),Bahasa Malaysia Kertas 2 - Penulisan Tahun 5,Suraya Kasmuri and Nurul Shahirah Hamid ; edited by Rosmini Abas,"Balakong, Selangor :","Pustaka Vision,",c2018,,|a 26 p. :|b ill. ;|c 26 cm.,Siri Top Praktis,Includes questions and answers,1. Malay language -- Composition and exercises --,i. Nurul Shahirah Hamid. Ii. Rosmini Abas.,Free,1,10/7/2019,,SAMPLE
1233,499 Bah,Title,9789672055471 (pbk.),Bahasa malaysia tahun 3 ; buku aktiviti,,"Puchong, Selangor :","Penerbitan Inspirasi Sdn Bhd,",c2018,,|a 44 p. :|b ill . ;|c 26 cm.,Jom KSSR,Includes questions and answers,"1. Malay language -- Problems, exercises, etc. --",i. Title,Free,3,10/7/2019,,SAMPLE
1234,428 Eng,Title,9789672055488 (pbk.),English year 3 ; buku aktiviti,,"Puchong, Selangor :","Penerbitan Inspirasi Sdn Bhd,",c2018,,|a 44 p. :|b ill . ;|c 26 cm.,Jom KSSR,Includes questions and answers,"1. English language -- Problems, exercises, etc. --",i. Title,Free,2,10/7/2019,,SAMPLE
1235,510 Mat,Title,9789672055495 (pbk.),Matematik tahun 3 ; buku aktiviti,,"Puchong, Selangor :","Penerbitan Inspirasi Sdn Bhd,",c2018,,|a 42 p. :|b ill. ;|c 26 cm.,Jom KSSR,Includes questions and answers,"1. Mathematics -- Problems, exercises, etc. -",i. Title,Free,2,10/7/2019,,SAMPLE
1236,500 Sai,Title,9789672055501 (pbk.),Sains tahun 3 ; buku aktiviti,,"Puchong, Selangor :","Penerbitan Inspirasi Sdn Bhd,",c2018,,|a 44 p. :|b ill . ;|c 26 cm.,Jom KSSR,Includes questions and answers,"1. Science -- Problems, exercises, etc. --",i. Title,Free,1,10/7/2019,,SAMPLE
1237,398 Abu,Abu Sham Abidillah,9789672133568 (pbk.),"Ibarat, kata perbilangan & kata hikmat berilustrasi sekolah rendah (tahap 1 & 2)",Abu Sham Abidillah and Khairulanuar Ismail,"Batu Caves, Selangor :","Pustaka Sri Saujana Sdn. Bhd.,",c2019,,|a 138 p. :|b ill. ;|c 21 cm.,,,"1. Proverbs, Malay --",i. Khairulanuar Ismail.,10,1,10/8/2019,,SAMPLE
1238,398 Abu,Abu Sham Abidillah,9789672133148 (pbk.),Bidalan berilustrasi sekolah rendah (tahap 1 & 2),Abu Sham Abidillah and Abdul Rani Hassan,"Batu Caves, Selangor :","Pustaka Sri Saujana Sdn. Bhd.,",c2019,,|a 150 p. :|b ill. ;|c 21 cm.,,,"1. Proverbs, Malay --",i. Abdul Rani Hassan.,10,1,10/8/2019,,SAMPLE
